level,shot,target,pigsBefore,pigsAfter
2,0-4-10-14-5-5,stone9,1,2
2,0-7,stone10,1,1
2,0-7-2,ice11,1,1
2,0-7-2-6,stone11,1,1
2,0-7-2-6-0,ice12,1,0
2,0-9,stone15,1,1
2,0-9-21,ice6,1,1
2,0-9-21-10,stone5,1,1
2,0-9-21-10-7,stone12,1,1
2,0-9-21-10-7-5,ice10,1,0
2,0-1,ice12,1,0
2,0-6,ice7,1,1
2,0-6-2,ice10,1,1
2,0-6-2-10,wood14,1,0
2,0-7,stone10,1,1
2,0-7-3,ice11,1,1
2,0-7-3-5,stone14,1,1
2,0-7-3-5-6,stone13,1,1
2,0-7-3-5-6-1,ice11,1,0
2,0-5,ice12,1,0
2,0-4,ice12,1,1
2,0-4-6,stone10,1,1
2,0-4-6-7,stone14,1,0
2,0-8,stone15,1,1
2,0-8-21,ice6,1,1
2,0-8-21-2,ice11,1,0
2,0-6,ice7,1,1
2,0-6-10,stone5,1,1
2,0-6-10-11,stone4,1,1
2,0-6-10-11-4,ice10,1,1
2,0-6-10-11-4-7,stone8,1,2
2,0-8,stone15,1,1
2,0-8-14,ice11,1,1
2,0-8-14-10,stone7,1,1
2,0-8-14-10-1,ice11,1,0
2,0-7,stone10,1,1
2,0-7-3,ice11,1,1
2,0-7-3-5,stone14,1,1
2,0-7-3-5-5,stone13,1,0
2,0-6,ice7,1,1
2,0-6-10,stone5,1,1
2,0-6-10-0,stone5,1,1
2,0-6-10-0-0,ice10,1,1
2,0-6-10-0-0-12,stone7,1,2
2,0-6,ice7,1,1
2,0-6-6,stone13,1,1
2,0-6-6-6,stone2,1,1
2,0-6-6-6-10,wood14,1,1
2,0-6-6-6-10-15,stone5,1,1
2,0-8,stone15,1,0
2,0-7,stone10,1,1
2,0-7-4,ice11,1,1
2,0-7-4-15,wood13,1,1
2,0-7-4-15-0,wood13,1,1
2,0-7-4-15-0-0,wood13,1,2
2,0-7,stone10,1,1
2,0-7-5,ice11,1,1
2,0-7-5-2,stone12,1,0
2,0-7,stone10,1,1
2,0-7-3,ice11,1,1
2,0-7-3-8,wood15,1,1
2,0-7-3-8-3,stone12,1,1
2,0-7-3-8-3-7,ice6,1,2
2,0-2,ice12,1,1
2,0-2-8,ice12,1,0
2,0-10,stone9,1,1
2,0-10-8,stone14,1,1
2,0-10-8-3,stone10,1,1
2,0-10-8-3-13,ice11,1,1
2,0-10-8-3-13-5,stone15,1,0
2,0-5,ice12,1,0
2,0-8,stone15,1,1
2,0-8-23,stone13,1,1
2,0-8-23-5,stone16,1,1
2,0-8-23-5-7,ice7,1,1
2,0-8-23-5-7-6,ice14,1,2
2,0-1,ice12,1,1
2,0-1-3,stone14,1,1
2,0-1-3-8,stone14,1,1
2,0-1-3-8-0,ice15,1,1
2,0-1-3-8-0-3,stone9,1,2
2,0-6,ice7,1,1
2,0-6-3,ice10,1,1
2,0-6-3-8,wood14,1,1
2,0-6-3-8-4,stone14,1,1
2,0-6-3-8-4-0,ice10,1,0
2,0-10,stone9,1,1
2,0-10-7,stone14,1,1
2,0-10-7-17,ice16,1,1
2,0-10-7-17-12,ice11,1,0
2,0-7,stone10,1,1
2,0-7-4,ice11,1,1
2,0-7-4-7,ice12,1,0
2,0-8,stone15,1,1
2,0-8-4,ice11,1,0
2,0-5,ice12,1,0
2,0-10,stone9,1,1
2,0-10-4,ice11,1,1
2,0-10-4-17,stone9,1,1
2,0-10-4-17-0,ice12,1,0
2,0-4,ice12,1,1
2,0-4-5,ice7,1,1
2,0-4-5-3,ice11,1,0
2,0-6,ice7,1,1
2,0-6-6,stone13,1,1
2,0-6-6-3,ice13,1,1
2,0-6-6-3-2,stone2,1,1
2,0-6-6-3-2-4,stone4,1,2
2,0-4,ice12,1,1
2,0-4-8,stone15,1,1
2,0-4-8-6,ice11,1,0
2,0-10,stone9,1,1
2,0-10-2,ice11,1,1
2,0-10-2-8,wood15,1,1
2,0-10-2-8-8,ice15,1,0
2,0-5,ice12,1,1
2,0-5-1,ice7,1,1
2,0-5-1-3,stone12,1,1
2,0-5-1-3-4,stone3,1,1
2,0-5-1-3-4-2,stone15,1,2
2,0-6,ice7,1,1
2,0-6-10,stone5,1,1
2,0-6-10-12,stone5,1,1
2,0-6-10-12-10,stone4,1,1
2,0-6-10-12-10-6,stone13,1,2
2,0-2,ice12,1,1
2,0-2-9,ice12,1,0
2,0-7,stone10,1,1
2,0-7-3,ice11,1,1
2,0-7-3-6,stone7,1,1
2,0-7-3-6-0,stone7,1,1
2,0-7-3-6-0-5,stone13,1,2
2,0-5,ice12,1,0
2,0-10,stone9,1,1
2,0-10-2,ice11,1,1
2,0-10-2-2,ice14,1,0
2,0-6,ice7,1,1
2,0-6-10,stone5,1,1
2,0-6-10-2,ice10,1,1
2,0-6-10-2-3,stone2,1,1
2,0-6-10-2-3-5,stone4,1,1
2,0-6,ice7,1,1
2,0-6-0,ice10,1,0
2,0-4,ice12,1,1
2,0-4-7,stone12,1,1
2,0-4-7-5,ice12,1,0
2,0-5,ice12,1,0
2,0-7,stone10,1,1
2,0-7-8,stone14,1,1
2,0-7-8-5,ice11,1,1
2,0-7-8-5-1,stone12,1,0
2,0-7,stone10,1,1
2,0-7-2,ice11,1,1
2,0-7-2-5,ice6,1,1
2,0-7-2-5-0,ice13,1,0
2,0-10,stone9,1,1
2,0-10-9,stone9,1,1
2,0-10-9-7,stone15,1,1
2,0-10-9-7-30,stone18,1,1
2,0-10-9-7-30-1,ice12,1,2
2,0-5,ice12,1,0
2,0-10,stone9,1,1
2,0-10-7,stone14,1,1
2,0-10-7-12,ice11,1,0
2,0-2,ice12,1,1
2,0-2-14,ice14,1,0
2,0-5,ice12,1,1
2,0-5-7,stone9,1,1
2,0-5-7-3,wood13,1,1
2,0-5-7-3-0,ice6,1,1
2,0-5-7-3-0-0,stone0,1,1
2,0-5,ice12,1,0
2,0-10,stone9,1,1
2,0-10-6,ice6,1,1
2,0-10-6-8,stone13,1,1
2,0-10-6-8-8,wood13,1,1
2,0-10-6-8-8-3,ice12,1,2
2,0-6,ice7,1,1
2,0-6-1,ice10,1,1
2,0-6-1-9,wood14,1,1
2,0-6-1-9-0,wood14,1,1
2,0-6-1-9-0-0,wood14,1,1
2,0-4,ice12,1,1
2,0-4-0,ice13,1,0
2,0-9,stone15,1,1
2,0-9-14,ice11,1,1
2,0-9-14-4,stone13,1,0
2,0-4,ice12,1,1
2,0-4-6,stone10,1,1
2,0-4-6-3,ice12,1,1
2,0-4-6-3-0,ice6,1,1
2,0-4-6-3-0-1,stone0,1,1
2,0-8,stone15,1,1
2,0-8-23,stone13,1,1
2,0-8-23-1,ice13,1,0
2,0-7,stone10,1,1
2,0-7-1,ice11,1,1
2,0-7-1-0,ice12,1,0
2,0-10,stone9,1,1
2,0-10-2,ice11,1,1
2,0-10-2-7,stone9,1,1
2,0-10-2-7-7,stone13,1,1
2,0-10-2-7-7-0,ice17,1,0
2,0-4,ice12,1,1
2,0-4-10,stone9,1,1
2,0-4-10-16,stone15,1,1
2,0-4-10-16-29,wood13,1,1
2,0-4-10-16-29-3,stone12,1,0
2,0-6,ice7,1,1
2,0-6-1,ice10,1,1
2,0-6-1-4,stone10,1,1
2,0-6-1-4-5,stone3,1,1
2,0-6-1-4-5-0,ice14,1,0
2,0-10,stone9,1,1
2,0-10-4,ice11,1,1
2,0-10-4-14,ice6,1,1
2,0-10-4-14-9,stone5,1,1
2,0-10-4-14-9-8,stone13,1,2
2,0-8,stone15,1,1
2,0-8-19,ice16,1,1
2,0-8-19-6,ice12,1,0
2,0-5,ice12,1,1
2,0-5-2,stone10,1,1
2,0-5-2-7,stone9,1,1
2,0-5-2-7-3,stone12,1,0
2,0-6,ice7,1,1
2,0-6-7,stone13,1,1
2,0-6-7-1,ice10,1,0
2,0-2,ice12,1,1
2,0-2-19,stone9,1,1
2,0-2-19-4,ice6,1,1
2,0-2-19-4-6,stone12,1,0
2,0-5,ice12,1,1
2,0-5-3,stone13,1,0
2,0-5,ice12,1,1
2,0-5-1,ice7,1,1
2,0-5-1-5,stone2,1,1
2,0-5-1-5-0,stone2,1,1
2,0-5-1-5-0-2,stone10,1,2
2,0-1,ice12,1,1
2,0-1-3,stone14,1,1
2,0-1-3-4,ice15,1,0
2,0-7,stone10,1,1
2,0-7-4,ice11,1,1
2,0-7-4-11,stone14,1,1
2,0-7-4-11-2,stone7,1,1
2,0-7-4-11-2-0,stone7,1,2
2,0-6,ice7,1,1
2,0-6-8,stone2,1,1
2,0-6-8-4,ice11,1,1
2,0-6-8-4-4,ice10,1,0
2,0-9,stone15,1,1
2,0-9-4,ice11,1,1
2,0-9-4-2,stone11,1,1
2,0-9-4-2-1,stone10,1,1
2,0-9-4-2-1-4,stone7,1,2
2,0-7,stone10,1,1
2,0-7-5,ice11,1,1
2,0-7-5-4,stone13,1,1
2,0-7-5-4-6,stone13,1,0
2,0-8,stone15,1,1
2,0-8-15,ice11,1,0
2,0-7,stone10,1,1
2,0-7-8,stone14,1,1
2,0-7-8-9,stone7,1,1
2,0-7-8-9-2,ice11,1,1
2,0-7-8-9-2-1,stone10,1,1
2,0-5,ice12,1,1
2,0-5-6,stone15,1,1
2,0-5-6-7,ice16,1,0
2,0-6,ice7,1,1
2,0-6-0,ice10,1,0
2,0-9,stone15,1,1
2,0-9-3,ice11,1,1
2,0-9-3-9,ice14,1,1
2,0-9-3-9-5,stone9,1,1
2,0-9-3-9-5-2,stone12,1,2
2,0-2,ice12,1,1
2,0-2-19,stone9,1,1
2,0-2-19-1,ice14,1,0
2,0-10,stone9,1,1
2,0-10-7,stone14,1,1
2,0-10-7-16,ice16,1,1
2,0-10-7-16-10,ice11,1,0
2,0-8,stone15,1,1
2,0-8-16,ice11,1,0
2,0-4,ice12,1,1
2,0-4-0,ice13,1,0
2,0-5,ice12,1,0
2,0-6,ice7,1,1
2,0-6-0,ice10,1,0
2,0-6,ice7,1,1
2,0-6-1,ice10,1,1
2,0-6-1-4,stone10,1,1
2,0-6-1-4-8,wood15,1,0
2,0-10,stone9,1,1
2,0-10-8,stone14,1,1
2,0-10-8-3,stone10,1,1
2,0-10-8-3-5,ice11,1,0
2,0-4,ice12,1,1
2,0-4-8,stone15,1,1
2,0-4-8-1,ice11,1,0
2,0-7,stone10,1,1
2,0-7-2,ice11,1,1
2,0-7-2-0,ice12,1,0
2,0-2,ice12,1,1
2,0-2-7,ice12,1,0
2,0-5,ice12,1,0
2,0-1,ice12,1,1
2,0-1-0,ice7,1,1
2,0-1-0-2,ice13,1,1
2,0-1-0-2-0,ice13,1,1
2,0-1-0-2-0-0,ice13,1,2
2,0-9,stone15,1,1
2,0-9-17,ice16,1,1
2,0-9-17-12,ice11,1,1
2,0-9-17-12-1,ice12,1,0
2,0-2,ice12,1,1
2,0-2-1,ice12,1,0
2,0-5,ice12,1,1
2,0-5-1,ice7,1,1
2,0-5-1-0,ice10,1,0
2,0-10,stone9,1,1
2,0-10-1,ice11,1,1
2,0-10-1-1,ice14,1,0
2,0-5,ice12,1,0
2,0-6,ice7,1,1
2,0-6-4,ice10,1,1
2,0-6-4-6,stone2,1,1
2,0-6-4-6-6,stone12,1,1
2,0-6-4-6-6-4,stone4,1,2
2,0-4,ice12,1,1
2,0-4-0,ice13,1,0
2,0-1,ice12,1,1
2,0-1-2,stone12,1,0
2,0-7,stone10,1,1
2,0-7-2,ice11,1,0
2,0-5,ice12,1,0
2,0-4,ice12,1,1
2,0-4-5,ice7,1,1
2,0-4-5-2,ice11,1,0
2,0-8,stone15,1,1
2,0-8-20,ice16,1,1
2,0-8-20-0,ice11,1,0
2,0-5,ice12,1,1
2,0-5-0,ice12,1,0
2,0-7,stone10,1,1
2,0-7-2,ice11,1,1
2,0-7-2-5,ice6,1,1
2,0-7-2-5-6,stone12,1,1
2,0-7-2-5-6-2,stone0,1,1
2,0-4,ice12,1,1
2,0-4-0,ice13,1,0
2,0-8,stone15,1,1
2,0-8-22,stone13,1,1
2,0-8-22-1,ice14,1,1
2,0-8-22-1-4,stone8,1,1
2,0-8-22-1-4-2,stone11,1,0
2,0-8,stone15,1,1
2,0-8-6,ice11,1,0
2,0-1,ice12,1,1
2,0-1-4,stone14,1,1
2,0-1-4-1,stone11,1,0
2,0-5,ice12,1,0
2,0-8,stone15,1,1
2,0-8-19,ice16,1,1
2,0-8-19-8,stone14,1,1
2,0-8-19-8-22,stone7,1,1
2,0-8-19-8-22-20,stone14,1,2
2,0-6,ice7,1,1
2,0-6-6,stone13,1,1
2,0-6-6-3,ice13,1,0
2,0-2,ice12,1,1
2,0-2-11,ice12,1,0
2,0-6,ice7,1,1
2,0-6-7,stone13,1,1
2,0-6-7-0,stone13,1,1
2,0-6-7-0-9,stone2,1,1
2,0-6-7-0-9-2,ice10,1,2
2,0-4,ice12,1,1
2,0-4-3,ice13,1,1
2,0-4-3-2,stone13,1,1
2,0-4-3-2-5,stone14,1,0
2,0-6,ice7,1,1
2,0-6-7,stone13,1,1
2,0-6-7-8,stone2,1,1
2,0-6-7-8-2,ice10,1,0
2,0-8,stone15,1,1
2,0-8-10,ice11,1,0
2,0-8,stone15,1,1
2,0-8-19,ice16,1,1
2,0-8-19-1,ice11,1,0
2,0-6,ice7,1,1
2,0-6-2,ice10,1,1
2,0-6-2-3,ice13,1,0
2,0-7,stone10,1,1
2,0-7-7,stone14,1,1
2,0-7-7-28,ice12,1,1
2,0-7-7-28-1,stone11,1,0
2,0-4,ice12,1,1
2,0-4-0,ice13,1,0
2,0-2,ice12,1,1
2,0-2-3,ice12,1,0
2,0-10,stone9,1,1
2,0-10-8,stone14,1,1
2,0-10-8-1,ice13,1,0
2,0-6,ice7,1,1
2,0-6-2,ice10,1,1
2,0-6-2-9,wood14,1,1
2,0-6-2-9-8,ice14,1,0
2,0-9,stone15,1,1
2,0-9-14,ice11,1,1
2,0-9-14-1,ice7,1,1
2,0-9-14-1-17,wood12,1,0
2,0-6,ice7,1,1
2,0-6-3,ice10,1,1
2,0-6-3-7,stone5,1,1
2,0-6-3-7-6,stone2,1,1
2,0-6-3-7-6-8,stone4,1,1
2,0-6,ice7,1,1
2,0-6-10,stone5,1,1
2,0-6-10-7,ice11,1,1
2,0-6-10-7-14,ice11,1,0
2,0-4,ice12,1,1
2,0-4-0,ice13,1,0
2,0-10,stone9,1,1
2,0-10-6,ice6,1,1
2,0-10-6-3,ice10,1,0
2,0-9,stone15,1,1
2,0-9-21,ice6,1,1
2,0-9-21-9,stone3,1,1
2,0-9-21-9-4,stone15,1,1
2,0-9-21-9-4-7,stone4,1,2
2,0-10,stone9,1,1
2,0-10-9,stone9,1,1
2,0-10-9-6,ice6,1,1
2,0-10-9-6-8,stone0,1,1
2,0-10-9-6-8-0,stone0,1,1
2,0-7,stone10,1,1
2,0-7-2,ice11,1,0
2,0-10,stone9,1,1
2,0-10-9,stone9,1,1
2,0-10-9-4,ice12,1,1
2,0-10-9-4-8,wood15,1,1
2,0-10-9-4-8-3,ice15,1,0
2,0-6,ice7,1,1
2,0-6-3,ice10,1,1
2,0-6-3-1,stone11,1,0
2,0-5,ice12,1,1
2,0-5-8,wood16,1,1
2,0-5-8-6,stone16,1,1
2,0-5-8-6-8,stone9,1,1
2,0-5-8-6-8-5,stone14,1,0
2,0-9,stone15,1,1
2,0-9-20,ice16,1,1
2,0-9-20-0,ice16,1,1
2,0-9-20-0-24,stone10,1,1
2,0-9-20-0-24-6,ice12,1,0
2,0-4,ice12,1,1
2,0-4-8,stone15,1,1
2,0-4-8-4,ice11,1,0
2,0-9,stone15,1,1
2,0-9-24,stone8,1,1
2,0-9-24-0,stone8,1,1
2,0-9-24-0-5,ice7,1,1
2,0-9-24-0-5-0,ice10,1,0
2,0-2,ice12,1,1
2,0-2-2,ice12,1,0
2,0-7,stone10,1,1
2,0-7-7,stone14,1,1
2,0-7-7-20,ice11,1,0
2,0-5,ice12,1,0
2,0-6,ice7,1,1
2,0-6-3,ice10,1,0
2,0-9,stone15,1,1
2,0-9-15,ice11,1,1
2,0-9-15-0,ice6,1,1
2,0-9-15-0-0,stone10,1,0
2,0-8,stone15,1,0
2,0-6,ice7,1,1
2,0-6-8,stone2,1,1
2,0-6-8-6,stone14,1,1
2,0-6-8-6-11,ice11,1,0
2,0-8,stone15,1,1
2,0-8-1,ice11,1,0
2,0-5,ice12,1,0
2,0-6,ice7,1,1
2,0-6-6,stone13,1,1
2,0-6-6-5,stone12,1,1
2,0-6-6-5-1,ice10,1,1
2,0-6-6-5-1-0,stone12,1,2
2,0-5,ice12,1,1
2,0-5-5,stone14,1,0
2,0-10,stone9,1,1
2,0-10-9,stone9,1,1
2,0-10-9-0,ice12,1,0
2,0-9,stone15,1,1
2,0-9-6,ice11,1,0
2,0-8,stone15,1,1
2,0-8-18,ice16,1,1
2,0-8-18-25,ice11,1,0
2,0-9,stone15,1,1
2,0-9-18,ice16,1,1
2,0-9-18-3,ice12,1,0
2,0-4,ice12,1,1
2,0-4-5,ice7,1,1
2,0-4-5-9,stone3,1,1
2,0-4-5-9-6,stone10,1,1
2,0-4-5-9-6-4,ice11,1,0
2,0-8,stone15,1,1
2,0-8-18,ice16,1,0
2,0-1,ice12,1,1
2,0-1-0,ice7,1,1
2,0-1-0-3,ice13,1,0
2,0-4,ice12,1,1
2,0-4-7,stone12,1,1
2,0-4-7-6,ice7,1,1
2,0-4-7-6-1,ice11,1,0
2,0-10,stone9,1,1
2,0-10-6,ice6,1,1
2,0-10-6-8,stone13,1,0
2,0-5,ice12,1,1
2,0-5-4,stone14,1,1
2,0-5-4-2,ice13,1,0
2,0-1,ice12,1,1
2,0-1-2,stone12,1,0
2,0-9,stone15,1,1
2,0-9-10,ice11,1,1
2,0-9-10-2,stone12,1,1
2,0-9-10-2-1,stone12,1,0
2,0-5,ice12,1,0
2,0-7,stone10,1,1
2,0-7-8,stone14,1,1
2,0-7-8-8,stone13,1,0
2,0-10,stone9,1,1
2,0-10-6,ice6,1,1
2,0-10-6-6,stone0,1,1
2,0-10-6-6-0,stone0,1,1
2,0-10-6-6-0-2,ice12,1,2
2,0-2,ice12,1,1
2,0-2-6,ice12,1,1
2,0-2-6-3,stone9,1,1
2,0-2-6-3-2,stone9,1,1
2,0-2-6-3-2-2,stone12,1,1
2,0-8,stone15,1,1
2,0-8-14,ice11,1,1
2,0-8-14-2,ice6,1,1
2,0-8-14-2-11,stone13,1,1
2,0-8-14-2-11-22,stone5,1,1
2,0-6,ice7,1,1
2,0-6-10,stone5,1,1
2,0-6-10-8,stone13,1,1
2,0-6-10-8-13,ice11,1,0
2,0-10,stone9,1,1
2,0-10-4,ice11,1,1
2,0-10-4-6,ice11,1,1
2,0-10-4-6-1,ice12,1,0
2,0-5,ice12,1,0
2,0-9,stone15,1,1
2,0-9-7,ice11,1,0
2,0-4,ice12,1,1
2,0-4-8,stone15,1,0
2,0-10,stone9,1,1
2,0-10-1,ice11,1,1
2,0-10-1-8,wood15,1,1
2,0-10-1-8-9,stone7,1,1
2,0-10-1-8-9-16,wood13,1,2
2,0-4,ice12,1,1
2,0-4-7,stone12,1,0
2,0-9,stone15,1,1
2,0-9-24,stone8,1,1
2,0-9-24-1,ice12,1,1
2,0-9-24-1-3,stone16,1,0
2,0-2,ice12,1,1
2,0-2-4,ice12,1,0
2,0-5,ice12,1,1
2,0-5-6,stone15,1,1
2,0-5-6-0,ice15,1,0
2,0-2,ice12,1,1
2,0-2-18,stone16,1,0
2,0-7,stone10,1,1
2,0-7-9,stone7,1,1
2,0-7-9-9,stone14,1,1
2,0-7-9-9-10,ice11,1,0
2,0-2,ice12,1,1
2,0-2-19,stone9,1,1
2,0-2-19-3,ice14,1,1
2,0-2-19-3-5,ice6,1,1
2,0-2-19-3-5-5,stone11,1,0
2,0-1,ice12,1,0
2,0-9,stone15,1,1
2,0-9-19,ice16,1,1
2,0-9-19-9,stone9,1,1
2,0-9-19-9-1,ice11,1,0
2,0-2,ice12,1,1
2,0-2-0,ice12,1,0
2,0-5,ice12,1,1
2,0-5-7,stone9,1,1
2,0-5-7-3,wood13,1,1
2,0-5-7-3-0,ice6,1,1
2,0-5-7-3-0-2,stone5,1,2
2,0-6,ice7,1,1
2,0-6-3,ice10,1,0
2,0-6,ice7,1,1
2,0-6-6,stone13,1,1
2,0-6-6-9,wood14,1,0
2,0-5,ice12,1,0
2,0-7,stone10,1,1
2,0-7-1,ice11,1,0
2,0-1,ice12,1,0
2,0-5,ice12,1,0
2,0-7,stone10,1,1
2,0-7-5,ice11,1,0
2,0-1,ice12,1,1
2,0-1-3,stone14,1,1
2,0-1-3-7,stone12,1,1
2,0-1-3-7-2,ice15,1,0
2,0-10,stone9,1,1
2,0-10-7,stone14,1,1
2,0-10-7-22,stone13,1,1
2,0-10-7-22-2,ice11,1,0
2,0-10,stone9,1,1
2,0-10-9,stone9,1,1
2,0-10-9-2,ice12,1,1
2,0-10-9-2-1,ice11,1,1
2,0-10-9-2-1-2,ice13,1,2
2,0-6,ice7,1,1
2,0-6-1,ice10,1,1
2,0-6-1-8,stone5,1,1
2,0-6-1-8-7,ice10,1,0
2,0-9,stone15,1,1
2,0-9-23,stone13,1,1
2,0-9-23-3,stone10,1,1
2,0-9-23-3-4,stone15,1,1
2,0-9-23-3-4-0,ice13,1,0
2,0-10,stone9,1,1
2,0-10-9,stone9,1,1
2,0-10-9-4,ice12,1,1
2,0-10-9-4-2,ice14,1,0
2,0-1,ice12,1,1
2,0-1-1,stone10,1,1
2,0-1-1-2,ice12,1,1
2,0-1-1-2-1,stone12,1,1
2,0-1-1-2-1-0,stone12,1,1
2,0-7,stone10,1,1
2,0-7-9,stone7,1,1
2,0-7-9-3,ice11,1,1
2,0-7-9-3-8,wood15,1,1
2,0-7-9-3-8-1,ice14,1,0
2,0-10,stone9,1,1
2,0-10-1,ice11,1,0
2,0-6,ice7,1,1
2,0-6-2,ice10,1,1
2,0-6-2-6,stone2,1,1
2,0-6-2-6-8,ice11,1,0
2,0-2,ice12,1,1
2,0-2-6,ice12,1,0
2,0-8,stone15,1,1
2,0-8-24,stone8,1,1
2,0-8-24-22,stone13,1,1
2,0-8-24-22-12,ice12,1,1
2,0-8-24-22-12-1,ice11,1,0
2,0-2,ice12,1,1
2,0-2-15,ice7,1,1
2,0-2-15-3,ice13,1,0
2,0-1,ice12,1,1
2,0-1-4,stone14,1,1
2,0-1-4-0,ice7,1,1
2,0-1-4-0-0,stone0,1,1
