level,shot,target,pigsBefore,pigsAfter
2,0-1-4-0-0-0,stone0,1,2
2,0-6,ice7,1,1
2,0-6-6,stone13,1,1
2,0-6-6-8,stone5,1,1
2,0-6-6-8-0,ice10,1,0
2,0-7,stone10,1,1
2,0-7-2,ice11,1,1
2,0-7-2-5,ice6,1,1
2,0-7-2-5-8,wood14,1,0
2,0-9,stone15,1,1
2,0-9-5,ice11,1,0
2,0-8,stone15,1,1
2,0-8-18,ice16,1,1
2,0-8-18-11,ice11,1,0
2,0-7,stone10,1,1
2,0-7-1,ice11,1,1
2,0-7-1-7,stone14,1,1
2,0-7-1-7-7,stone8,1,1
2,0-7-1-7-7-5,ice12,1,0
2,0-5,ice12,1,0
2,0-4,ice12,1,1
2,0-4-9,stone15,1,1
2,0-4-9-3,ice12,1,1
2,0-4-9-3-4,stone16,1,1
2,0-4-9-3-4-5,stone7,1,2
2,0-2,ice12,1,1
2,0-2-16,stone10,1,1
2,0-2-16-5,stone11,1,1
2,0-2-16-5-5,stone10,1,1
2,0-2-16-5-5-3,ice14,1,0
2,0-7,stone10,1,1
2,0-7-9,stone7,1,1
2,0-7-9-4,ice11,1,1
2,0-7-9-4-5,stone13,1,1
2,0-7-9-4-5-7,stone14,1,1
2,0-10,stone9,1,1
2,0-10-1,ice11,1,1
2,0-10-1-9,wood15,1,1
2,0-10-1-9-1,ice14,1,1
2,0-10-1-9-1-1,stone11,1,0
2,0-10,stone9,1,1
2,0-10-9,stone9,1,1
2,0-10-9-5,ice12,1,0
2,0-9,stone15,1,1
2,0-9-18,ice16,1,1
2,0-9-18-7,stone14,1,1
2,0-9-18-7-6,ice12,1,1
2,0-9-18-7-6-0,ice0,1,2
2,0-4,ice12,1,1
2,0-4-6,stone10,1,1
2,0-4-6-2,ice12,1,0
2,0-10,stone9,1,1
2,0-10-8,stone14,1,1
2,0-10-8-5,stone15,1,1
2,0-10-8-5-4,stone15,1,1
2,0-10-8-5-4-4,stone15,1,2
2,0-4,ice12,1,1
2,0-4-6,stone10,1,1
2,0-4-6-3,ice12,1,0
2,0-9,stone15,1,1
2,0-9-8,ice11,1,1
2,0-9-8-22,ice11,1,0
2,0-4,ice12,1,1
2,0-4-10,stone9,1,1
2,0-4-10-19,stone9,1,1
2,0-4-10-19-9,stone8,1,1
2,0-4-10-19-9-6,ice7,1,2
2,0-6,ice7,1,1
2,0-6-4,ice10,1,1
2,0-6-4-7,stone3,1,1
2,0-6-4-7-2,ice13,1,0
2,0-1,ice12,1,1
2,0-1-1,stone10,1,1
2,0-1-1-4,ice12,1,0
2,0-9,stone15,1,1
2,0-9-15,ice11,1,0
2,0-5,ice12,1,0
2,0-4,ice12,1,0
2,0-8,stone15,1,1
2,0-8-0,stone15,1,0
2,0-9,stone15,1,1
2,0-9-14,ice11,1,0
2,0-9,stone15,1,0
2,0-5,ice12,1,0
2,0-1,ice12,1,1
2,0-1-6,wood13,1,1
2,0-1-6-6,ice7,1,1
2,0-1-6-6-3,ice10,1,0
2,0-10,stone9,1,1
2,0-10-1,ice11,1,1
2,0-10-1-5,stone11,1,1
2,0-10-1-5-4,stone13,1,0
2,0-1,ice12,1,1
2,0-1-2,stone12,1,0
2,0-1,ice12,1,1
2,0-1-3,stone14,1,1
2,0-1-3-5,ice7,1,1
2,0-1-3-5-0,ice13,1,0
2,0-5,ice12,1,0
2,0-1,ice12,1,1
2,0-1-0,ice7,1,1
2,0-1-0-9,wood14,1,0
2,0-10,stone9,1,1
2,0-10-2,ice11,1,1
2,0-10-2-7,stone9,1,1
2,0-10-2-7-7,stone13,1,1
2,0-10-2-7-7-1,ice18,1,2
2,0-6,ice7,1,1
2,0-6-3,ice10,1,1
2,0-6-3-4,stone13,1,1
2,0-6-3-4-2,stone14,1,0
2,0-1,ice12,1,0
2,0-5,ice12,1,0
2,0-10,stone9,1,1
2,0-10-7,stone14,1,0
2,0-1,ice12,1,0
2,0-8,stone15,1,1
2,0-8-22,stone13,1,0
2,0-9,stone15,1,1
2,0-9-15,ice11,1,0
2,0-9,stone15,1,1
2,0-9-21,ice6,1,1
2,0-9-21-8,stone2,1,1
2,0-9-21-8-4,ice11,1,1
2,0-9-21-8-4-2,ice11,1,0
2,0-8,stone15,1,1
2,0-8-7,ice11,1,0
2,0-7,stone10,1,1
2,0-7-8,stone14,1,1
2,0-7-8-1,ice11,1,1
2,0-7-8-1-7,stone15,1,1
2,0-7-8-1-7-0,ice11,1,0
2,0-6,ice7,1,1
2,0-6-4,ice10,1,1
2,0-6-4-6,stone2,1,1
2,0-6-4-6-6,stone12,1,0
2,0-5,ice12,1,0
2,0-8,stone15,1,0
2,0-4,ice12,1,1
2,0-4-0,ice13,1,1
2,0-4-0-2,stone12,1,1
2,0-4-0-2-9,ice13,1,0
2,0-4,ice12,1,1
2,0-4-5,ice7,1,1
2,0-4-5-4,ice11,1,0
2,0-1,ice12,1,1
2,0-1-2,stone12,1,0
2,0-5,ice12,1,0
2,0-2,ice12,1,0
2,0-2,ice12,1,1
2,0-2-19,stone9,1,1
2,0-2-19-0,ice14,1,1
2,0-2-19-0-4,stone9,1,1
2,0-2-19-0-4-0,stone9,1,2
2,0-2,ice12,1,1
2,0-2-16,stone10,1,1
2,0-2-16-4,ice6,1,1
2,0-2-16-4-0,ice13,1,0
2,0-6,ice7,1,1
2,0-6-1,ice10,1,1
2,0-6-1-0,ice13,1,1
2,0-6-1-0-5,stone5,1,1
2,0-6-1-0-5-6,wood12,1,2
2,0-5,ice12,1,0
2,0-5,ice12,1,1
2,0-5-7,stone9,1,1
2,0-5-7-1,stone11,1,0
2,0-9,stone15,1,1
2,0-9-3,ice11,1,1
2,0-9-3-10,ice14,1,1
2,0-9-3-10-5,stone7,1,1
2,0-9-3-10-5-0,stone7,1,2
2,0-9,stone15,1,1
2,0-9-1,ice11,1,1
2,0-9-1-17,stone13,1,1
2,0-9-1-17-10,ice15,1,0
2,0-6,ice7,1,1
2,0-6-2,ice10,1,1
2,0-6-2-9,wood14,1,0
2,0-7,stone10,1,1
2,0-7-1,ice11,1,1
2,0-7-1-8,stone14,1,0
2,0-2,ice12,1,1
2,0-2-19,stone9,1,1
2,0-2-19-7,stone8,1,1
2,0-2-19-7-0,stone8,1,1
2,0-2-19-7-0-8,stone8,1,2
2,0-10,stone9,1,1
2,0-10-9,stone9,1,1
2,0-10-9-10,stone9,1,1
2,0-10-9-10-5,ice11,1,1
2,0-10-9-10-5-4,stone13,1,2
2,0-5,ice12,1,0
2,0-8,stone15,1,1
2,0-8-11,ice11,1,1
2,0-8-11-5,ice6,1,1
2,0-8-11-5-9,stone2,1,1
2,0-8-11-5-9-0,ice12,1,2
2,0-2,ice12,1,1
2,0-2-15,ice7,1,1
2,0-2-15-5,stone12,1,0
2,0-10,stone9,1,1
2,0-10-9,stone9,1,1
2,0-10-9-2,ice12,1,1
2,0-10-9-2-6,ice11,1,1
2,0-10-9-2-6-7,stone8,1,2
2,0-5,ice12,1,1
2,0-5-6,stone15,1,0
2,0-6,ice7,1,1
2,0-10,stone9,1,1
2,0-10-0,ice11,1,0
2,0-5,ice12,1,1
2,0-5-1,ice7,1,1
2,0-5-1-0,ice10,1,0
2,0-5,ice12,1,0
2,0-6,ice7,1,1
2,0-6-10,stone5,1,1
2,0-6-10-10,stone3,1,1
2,0-6-10-10-12,stone7,1,1
2,0-6-10-10-12-2,ice10,1,0
2,0-10,stone9,1,1
2,0-10-1,ice11,1,1
2,0-10-1-0,ice6,1,1
2,0-10-1-0-2,stone12,1,1
2,0-10-1-0-2-5,wood11,1,2
2,0-1,ice12,1,1
2,0-1-16,ice16,1,1
2,0-1-16-25,stone13,1,1
2,0-1-16-25-6,stone10,1,1
2,0-1-16-25-6-5,ice6,1,2
2,0-4,ice12,1,1
2,0-4-1,ice12,1,0
2,0-1,ice12,1,1
2,0-1-20,ice16,1,1
2,0-1-20-6,stone9,1,1
2,0-1-20-6-1,stone12,1,1
2,0-1-20-6-1-0,ice6,1,2
2,0-3,ice12,1,0
2,0-8,stone15,1,1
2,0-8-3,ice12,1,0
2,0-7,stone10,1,1
2,0-7-7,stone14,1,1
2,0-7-7-28,ice12,1,1
2,0-7-7-28-20,stone15,1,1
2,0-7-7-28-20-22,stone17,1,0
2,0-9,stone15,1,1
2,0-9-0,ice13,1,0
2,0-2,ice12,1,1
2,0-2-7,stone14,1,1
2,0-2-7-1,ice17,1,0
2,0-4,ice12,1,1
2,0-4-7,ice7,1,1
2,0-4-7-10,ice10,1,1
2,0-4-7-10-14,ice12,1,0
2,0-5,ice12,1,0
2,0-10,stone9,1,1
2,0-10-6,ice6,1,1
2,0-10-6-5,ice10,1,0
2,0-7,stone10,1,1
2,0-7-4,ice11,1,1
2,0-7-4-9,ice12,1,0
2,0-6,ice7,1,1
2,0-6-3,ice10,1,1
2,0-6-3-1,stone11,1,0
2,0-6,ice7,1,1
2,0-6-6,stone13,1,1
2,0-6-6-18,wood12,1,0
2,0-9,stone15,1,1
2,0-9-4,stone11,1,1
2,0-9-4-8,stone15,1,1
2,0-9-4-8-12,stone9,1,1
2,0-9-4-8-12-5,ice11,1,2
2,0-2,ice12,1,1
2,0-2-6,stone12,1,1
2,0-2-6-2,ice7,1,1
2,0-2-6-2-2,stone10,1,0
2,0-2,ice12,1,1
2,0-2-6,stone12,1,1
2,0-2-6-7,wood17,1,0
2,0-9,stone15,1,1
2,0-9-9,wood15,1,1
2,0-9-9-4,ice12,1,0
2,0-7,stone10,1,1
2,0-7-8,stone14,1,1
2,0-7-8-3,ice11,1,0
2,0-7,stone10,1,1
2,0-7-9,stone7,1,1
2,0-7-9-10,stone14,1,1
2,0-7-9-10-1,ice11,1,1
2,0-7-9-10-1-4,stone13,1,0
2,0-9,stone15,1,1
2,0-9-9,wood15,1,1
2,0-9-9-1,ice12,1,1
2,0-9-9-1-10,ice12,1,0
2,0-5,ice12,1,0
2,0-6,ice7,1,1
2,0-6-4,ice10,1,1
2,0-6-4-8,stone2,1,1
2,0-6-4-8-4,ice11,1,0
2,0-8,stone15,1,1
2,0-8-5,ice12,1,0
2,0-5,ice12,1,0
2,0-8,stone15,1,1
2,0-8-8,stone14,1,1
2,0-8-8-2,ice11,1,1
2,0-8-8-2-0,ice6,1,1
2,0-8-8-2-0-1,stone1,1,2
2,0-9,stone15,1,1
2,0-9-4,stone11,1,1
2,0-9-4-6,ice7,1,1
2,0-9-4-6-3,ice10,1,0
2,0-8,stone15,1,1
2,0-8-9,stone6,1,1
2,0-8-9-22,ice6,1,1
2,0-8-9-22-26,stone4,1,1
2,0-8-9-22-26-20,ice12,1,0
2,0-4,ice12,1,1
2,0-4-6,ice12,1,0
2,0-2,ice12,1,0
2,0-6,ice7,1,1
2,0-6-5,ice10,1,0
2,0-7,stone10,1,1
2,0-7-2,ice11,1,1
2,0-7-2-2,ice14,1,1
2,0-7-2-2-0,ice14,1,1
2,0-7-2-2-0-0,ice14,1,1
2,0-10,stone9,1,1
2,0-10-7,stone14,1,1
2,0-10-7-11,ice11,1,0
2,0-5,ice12,1,1
2,0-5-3,stone13,1,0
2,0-5,ice12,1,0
2,0-5,ice12,1,0
2,0-10,stone9,1,1
2,0-10-5,ice11,1,0
2,0-10,stone9,1,1
2,0-10-6,ice6,1,1
2,0-10-6-1,ice10,1,1
2,0-10-6-1-3,stone13,1,0
2,0-2,ice12,1,1
2,0-2-2,ice15,1,1
2,0-2-2-0,ice15,1,1
2,0-2-2-0-0,ice15,1,1
2,0-2-2-0-0-0,ice15,1,1
2,0-7,stone10,1,1
2,0-7-4,ice11,1,1
2,0-7-4-8,ice12,1,0
2,0-1,ice12,1,1
2,0-1-23,stone12,1,1
2,0-1-23-7,stone12,1,1
2,0-1-23-7-1,ice16,1,0
2,0-7,stone10,1,1
2,0-7-3,ice11,1,1
2,0-7-3-1,ice6,1,1
2,0-7-3-1-5,stone13,1,1
2,0-7-3-1-5-8,stone14,1,2
2,0-7,stone10,1,1
2,0-7-1,ice11,1,1
2,0-7-1-5,stone11,1,1
2,0-7-1-5-1,ice15,1,0
2,0-1,ice12,1,1
2,0-1-25,stone9,1,1
2,0-1-25-4,ice6,1,1
2,0-1-25-4-10,wood14,1,0
2,0-10,stone9,1,1
2,0-10-3,ice11,1,1
2,0-10-3-1,ice6,1,1
2,0-10-3-1-0,ice10,1,0
2,0-5,ice12,1,0
2,0-1,ice12,1,1
2,0-1-21,ice7,1,1
2,0-1-21-0,ice13,1,0
2,0-2,ice12,1,1
2,0-2-8,stone9,1,1
2,0-2-8-2,ice14,1,1
2,0-2-8-2-0,ice14,1,1
2,0-2-8-2-0-0,ice14,1,1
2,0-9,stone15,1,1
2,0-9-6,stone16,1,1
2,0-9-6-0,ice13,1,0
2,0-7,stone10,1,1
2,0-7-3,ice11,1,1
2,0-7-3-1,ice6,1,1
2,0-7-3-1-6,stone2,1,1
2,0-7-3-1-6-5,stone12,1,2
2,0-7,stone10,1,1
2,0-7-6,ice6,1,1
2,0-7-6-10,stone2,1,1
2,0-7-6-10-0,stone2,1,1
2,0-7-6-10-0-8,stone3,1,2
2,0-10,stone9,1,1
2,0-10-7,stone14,1,1
2,0-10-7-1,ice11,1,0
2,0-0,ice12,1,0
2,0-6,ice7,1,1
2,0-6-1,ice10,1,1
2,0-6-1-1,ice13,1,0
2,0-1,ice12,1,1
2,0-1-8,ice16,1,0
2,0-9,stone15,1,1
2,0-9-8,wood15,1,1
2,0-9-8-4,stone11,1,1
2,0-9-8-4-6,stone15,1,1
2,0-9-8-4-6-17,stone14,1,0
2,0-5,ice12,1,1
2,0-5-2,stone10,1,1
2,0-5-2-4,stone13,1,1
2,0-5-2-4-1,stone12,1,0
2,0-10,stone9,1,1
2,0-10-8,stone14,1,1
2,0-10-8-3,ice11,1,0
2,0-8,stone15,1,1
2,0-8-9,stone6,1,1
2,0-8-9-13,ice11,1,0
2,0-4,ice12,1,1
2,0-4-11,stone9,1,1
2,0-4-11-11,ice11,1,0
2,0-4,ice12,1,1
2,0-4-5,ice12,1,0
2,0-6,ice7,1,1
2,0-6-0,ice10,1,0
2,0-6,ice7,1,1
2,0-6-7,stone13,1,1
2,0-6-7-2,ice10,1,1
2,0-6-7-2-10,ice14,1,1
2,0-6-7-2-10-0,stone10,1,2
2,0-10,stone9,1,1
2,0-10-1,ice11,1,1
2,0-10-1-2,stone13,1,1
2,0-10-1-2-3,ice14,1,0
2,0-9,stone15,1,1
2,0-9-10,wood15,1,0
2,0-8,stone15,1,1
2,0-8-0,ice11,1,0
2,0-7,stone10,1,1
2,0-7-7,stone14,1,1
2,0-7-7-15,ice11,1,0
2,0-2,ice12,1,1
2,0-2-7,stone14,1,1
2,0-2-7-0,ice16,1,0
2,0-6,ice7,1,1
2,0-6-4,ice10,1,1
2,0-6-4-6,stone13,1,0
2,0-9,stone15,1,1
2,0-9-3,stone10,1,1
2,0-9-3-6,stone13,1,1
2,0-9-3-6-5,wood14,1,0
2,0-2,ice12,1,1
2,0-2-10,wood16,1,1
2,0-2-10-8,ice17,1,0
2,0-10,stone9,1,1
2,0-10-8,stone14,1,1
2,0-10-8-7,stone13,1,1
2,0-10-8-7-14,ice12,1,1
2,0-10-8-7-14-4,ice12,1,2
2,0-9,stone15,1,1
2,0-9-12,wood15,1,0
2,0-10,stone9,1,1
2,0-10-6,ice6,1,1
2,0-10-6-1,ice10,1,1
2,0-10-6-1-2,stone11,1,0
2,0-7,stone10,1,1
2,0-7-8,stone14,1,1
2,0-7-8-8,stone13,1,1
2,0-7-8-8-4,stone7,1,1
2,0-7-8-8-4-5,stone8,1,2
2,0-9,stone15,1,1
2,0-9-4,stone11,1,1
2,0-9-4-1,ice12,1,0
2,0-7,stone10,1,1
2,0-7-6,ice6,1,1
2,0-7-6-2,ice11,1,1
2,0-7-6-2-5,wood11,1,1
2,0-7-6-2-5-3,stone12,1,2
2,0-2,ice12,1,1
2,0-2-9,wood16,1,0
2,0-2,ice12,1,1
2,0-2-7,stone14,1,1
2,0-2-7-3,stone11,1,0
2,0-2,ice12,1,1
2,0-2-0,ice15,1,0
2,0-7,stone10,1,1
2,0-7-8,stone14,1,1
2,0-7-8-8,stone13,1,1
2,0-7-8-8-0,ice11,1,0
2,0-9,stone15,1,1
2,0-9-1,ice14,1,0
2,0-10,stone9,1,1
2,0-10-7,stone14,1,1
2,0-10-7-8,ice11,1,0
2,0-9,stone15,1,1
2,0-9-2,ice7,1,1
2,0-9-2-4,ice11,1,1
2,0-9-2-4-2,stone12,1,0
2,0-2,ice12,1,1
2,0-2-5,stone10,1,1
2,0-2-5-3,ice14,1,0
2,0-8,stone15,1,1
2,0-8-8,stone14,1,1
2,0-8-8-14,ice11,1,1
2,0-8-8-14-5,ice11,1,1
2,0-8-8-14-5-0,ice6,1,2
2,0-7,stone10,1,1
2,0-7-8,stone14,1,1
2,0-7-8-5,ice11,1,0
2,0-4,ice12,1,1
2,0-4-8,stone10,1,1
2,0-4-8-0,ice12,1,0
2,0-1,ice12,1,1
2,0-1-13,ice16,1,0
2,0-1,ice12,1,1
2,0-1-2,ice16,1,1
2,0-1-2-3,ice18,1,0
2,0-2,ice12,1,1
2,0-2-6,stone12,1,1
2,0-2-6-1,ice16,1,0
2,0-8,stone15,1,1
2,0-8-6,ice7,1,1
2,0-8-6-16,ice16,1,1
2,0-8-6-16-23,stone13,1,1
2,0-8-6-16-23-9,ice11,1,2
2,0-2,ice12,1,1
2,0-2-4,ice7,1,1
2,0-2-4-2,ice13,1,1
2,0-2-4-2-0,ice13,1,1
2,0-2-4-2-0-0,ice13,1,1
2,0-9,stone15,1,1
2,0-9-8,wood15,1,1
2,0-9-8-8,stone9,1,1
2,0-9-8-8-25,ice11,1,0
2,0-1,ice12,1,1
2,0-1-2,ice16,1,1
2,0-1-2-9,stone11,1,0
2,0-2,ice12,1,0
2,0-10,stone9,1,1
2,0-10-7,stone14,1,1
2,0-10-7-19,ice16,1,0
2,0-9,stone15,1,1
2,0-9-4,stone11,1,1
2,0-9-4-6,ice7,1,1
2,0-9-4-6-6,stone13,1,1
2,0-9-4-6-6-10,stone3,1,1
2,0-6,ice7,1,1
2,0-6-3,ice10,1,0
2,0-4,ice12,1,1
2,0-4-8,stone10,1,1
2,0-4-8-9,stone7,1,1
2,0-4-8-9-0,stone7,1,1
2,0-4-8-9-0-2,ice14,1,0
2,0-1,ice12,1,1
2,0-1-5,ice16,1,0
2,0-6,ice7,1,1
2,0-6-6,stone13,1,1
2,0-6-6-8,ice11,1,0
2,0-9,stone15,1,1
2,0-9-4,stone11,1,1
2,0-9-4-3,ice12,1,0
2,0-8,stone15,1,1
2,0-8-8,stone14,1,1
2,0-8-8-14,ice11,1,0
2,0-4,ice12,1,1
2,0-4-2,ice12,1,0
2,0-8,stone15,1,1
2,0-8-9,stone6,1,1
2,0-8-9-6,ice11,1,0
2,0-7,stone10,1,1
2,0-7-2,ice11,1,1
2,0-7-2-1,ice14,1,0
2,0-8,stone15,1,1
2,0-8-1,ice12,1,0
2,0-8,stone15,1,1
2,0-8-4,ice12,1,0
2,0-4,ice12,1,1
2,0-4-0,ice12,1,0
2,0-6,ice7,1,1
2,0-6-2,ice10,1,1
2,0-6-2-9,stone3,1,1
2,0-6-2-9-7,stone13,1,1
2,0-6-2-9-7-2,ice11,1,0
2,0-4,ice12,1,1
2,0-4-3,ice12,1,0
2,0-9,stone15,1,1
2,0-9-2,ice7,1,1
2,0-9-2-9,stone4,1,1
2,0-9-2-9-4,ice10,1,1
2,0-9-2-9-4-4,stone14,1,2
2,0-5,ice12,1,0
2,0-8,stone15,1,1
2,0-8-8,stone14,1,1
2,0-8-8-11,ice11,1,0
2,0-7,stone10,1,1
2,0-7-3,ice11,1,1
2,0-7-3-8,wood15,1,1
2,0-7-3-8-9,wood15,1,1
2,0-7-3-8-9-6,ice6,1,2
2,0-9,stone15,1,1
2,0-9-7,stone9,1,1
2,0-9-7-9,stone8,1,1
2,0-9-7-9-11,stone9,1,1
2,0-9-7-9-11-3,ice12,1,0
2,0-10,stone9,1,1
2,0-10-8,stone14,1,1
2,0-10-8-6,ice6,1,1
2,0-10-8-6-1,ice10,1,0
2,0-9,stone15,1,1
2,0-9-2,ice7,1,1
2,0-9-2-2,ice11,1,0
2,0-4,ice12,1,0
2,0-10,stone9,1,1
2,0-10-9,stone9,1,1
2,0-10-9-6,ice6,1,1
2,0-10-9-6-9,stone15,1,1
2,0-10-9-6-9-3,ice12,1,2
2,0-4,ice12,1,1
2,0-4-7,ice7,1,1
2,0-4-7-5,ice10,1,0
2,0-5,ice12,1,0
2,0-6,ice7,1,1
2,0-6-6,stone13,1,1
2,0-6-6-10,stone13,1,0
2,0-5,ice12,1,1
2,0-5-6,stone15,1,1
2,0-5-6-3,stone13,1,1
2,0-5-6-3-5,stone9,1,1
2,0-5-6-3-5-4,stone15,1,0
2,0-7,stone10,1,1
2,0-7-6,ice6,1,1
2,0-7-6-3,ice11,1,1
2,0-7-6-3-8,stone2,1,1
2,0-7-6-3-8-8,stone2,1,2
2,0-5,ice12,1,0
2,0-5,ice12,1,0
2,0-8,stone15,1,1
2,0-8-2,ice12,1,0
2,0-6,ice7,1,1
2,0-6-4,ice10,1,1
2,0-6-4-3,ice11,1,0
2,0-9,stone15,1,1
2,0-9-4,stone11,1,1
2,0-9-4-0,ice12,1,0
2,0-5,ice12,1,0
2,0-8,stone15,1,1
2,0-8-8,stone14,1,1
2,0-8-8-14,ice11,1,0
2,0-5,ice12,1,0
2,0-6,ice7,1,1
2,0-6-4,ice10,1,1
2,0-6-4-0,ice11,1,0
2,0-4,ice12,1,1
2,0-4-8,stone10,1,1
2,0-4-8-2,ice12,1,0
2,0-5,ice12,1,0
2,0-2,ice12,1,1
2,0-2-3,ice15,1,1
2,0-2-3-9,stone15,1,0
2,0-2,ice12,1,1
2,0-2-10,wood16,1,1
2,0-2-10-15,stone12,1,1
2,0-2-10-15-0,ice15,1,0
2,0-2,ice12,1,1
2,0-2-4,ice7,1,1
2,0-2-4-1,ice13,1,0
2,0-8,stone15,1,1
2,0-8-9,stone6,1,1
2,0-8-9-12,ice11,1,1
2,0-8-9-12-3,stone8,1,1
2,0-8-9-12-3-0,stone8,1,2
2,0-8,stone15,1,1
2,0-8-9,stone6,1,1
2,0-8-9-9,ice11,1,0
2,0-10,stone9,1,1
2,0-10-7,stone14,1,1
2,0-10-7-17,ice16,1,1
2,0-10-7-17-1,ice11,1,0
2,0-1,ice12,1,1
2,0-1-10,ice16,1,0
